eventdate,season,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,score1,score2
1/1/2012,2011,NE,BUF,1737.457,1415.011,0.902939272,0.097060728,1743.015,1409.454,49,21
1/1/2012,2011,CIN,BAL,1532.991,1629.706,0.454484796,0.545515204,1513.302,1649.394,16,24
1/1/2012,2011,ARI,SEA,1433.709,1505.133,0.490756174,0.509243826,1447.87,1490.973,23,20
1/1/2012,2011,GB,DET,1757.124,1549.811,0.827435437,0.172564563,1762.067,1544.868,45,41
1/1/2012,2011,CLE,PIT,1371.366,1648.6,0.227634412,0.772365588,1364.683,1655.282,9,13
1/1/2012,2011,NYG,DAL,1514.269,1493.91,0.620428151,0.379571849,1535.392,1472.787,31,14
1/7/2012,2011,HOU,CIN,1554.946,1513.302,0.648828156,0.351171844,1575.652,1492.596,31,10
1/7/2012,2011,NO,DET,1694.383,1544.868,0.774665892,0.225334108,1706.252,1533,45,28
1/8/2012,2011,DEN,PIT,1424.572,1655.282,0.278100487,0.721899513,1454.956,1624.899,29,23
1/8/2012,2011,NYG,ATL,1535.392,1597.067,0.504784914,0.495215086,1566.4,1566.059,24,2
1/14/2012,2011,NE,DEN,1743.015,1454.956,0.884154148,0.115845852,1750.17,1447.801,45,10
1/14/2012,2011,SF,NO,1631.868,1706.252,0.486498621,0.513501379,1648.468,1689.652,36,32
1/15/2012,2011,BAL,HOU,1649.394,1575.652,0.689688444,0.310311556,1661.534,1563.512,20,13
1/15/2012,2011,GB,NYG,1762.067,1566.4,0.817652,0.182348,1708.447,1620.019,20,37
1/22/2012,2011,SF,NYG,1648.468,1620.019,0.631332075,0.368667925,1630.187,1638.3,17,20
1/22/2012,2011,NE,BAL,1750.17,1661.534,0.70773316,0.29226684,1757.744,1653.96,23,20
2/5/2012,2011,NYG,NE,1638.3,1757.744,0.334572758,0.665427242,1660.949,1735.095,21,17
9/5/2012,2012,NYG,DAL,1608.966,1483.525,0.74955991,0.25044009,1574.838,1517.653,17,24
9/9/2012,2012,HOU,MIA,1544.008,1498.489,0.653893623,0.346106377,1564.074,1478.422,30,10
9/9/2012,2012,CLE,PHI,1411.456,1561.336,0.380221411,0.619778589,1406.38,1566.411,16,17
9/9/2012,2012,TEN,NE,1494.424,1658.397,0.361298116,0.638701884,1473.05,1679.771,13,34
9/9/2012,2012,NO,WSH,1628.101,1420.251,0.827876373,0.172123627,1586.57,1461.783,32,40
9/9/2012,2012,ARI,SEA,1466.913,1495.649,0.551999394,0.448000606,1481.1,1481.462,20,16
9/9/2012,2012,CHI,IND,1504.815,1407.771,0.717643049,0.282356951,1520.829,1391.758,41,21
9/9/2012,2012,TB,CAR,1383.651,1473.735,0.463963813,0.536036187,1404.753,1452.632,16,10
9/9/2012,2012,DEN,PIT,1466.868,1584.932,0.424223057,0.575776943,1497.134,1554.666,31,19
9/9/2012,2012,DET,LAR,1523.667,1352.541,0.79563786,0.20436214,1529.607,1346.6,27,23
9/9/2012,2012,KC,ATL,1479.946,1545.706,0.498906274,0.501093726,1451.686,1573.966,24,40
9/9/2012,2012,NYJ,BUF,1511.807,1441.302,0.685686468,0.314313532,1529.835,1423.274,48,28
9/9/2012,2012,GB,SF,1640.631,1588.458,0.6625105,0.3374895,1609.88,1619.21,22,30
9/9/2012,2012,MIN,JAX,1421.03,1435.934,0.571598445,0.428401555,1432.643,1424.321,26,23
9/10/2012,2012,OAK,LAC,1479.087,1540.543,0.505100049,0.494899951,1456.855,1562.775,14,22
9/10/2012,2012,BAL,CIN,1604.306,1496.731,0.729763214,0.270236786,1621.675,1479.362,44,13
9/13/2012,2012,GB,CHI,1609.88,1520.829,0.708227058,0.291772942,1624.272,1506.436,23,10
9/16/2012,2012,LAC,TEN,1562.775,1473.05,0.709028149,0.290971851,1581.083,1454.742,38,10
9/16/2012,2012,JAX,HOU,1424.321,1564.074,0.394051626,0.605948374,1401.115,1587.28,7,27
9/16/2012,2012,PIT,NYJ,1554.666,1529.835,0.62647146,0.37352854,1575.411,1509.089,27,10
9/16/2012,2012,CAR,NO,1452.632,1586.57,0.402072034,0.597927966,1479.758,1559.444,35,27
9/16/2012,2012,PHI,BAL,1566.411,1621.675,0.514007564,0.485992436,1573.118,1614.968,24,23
9/16/2012,2012,LAR,WSH,1346.6,1461.783,0.428278924,0.571721076,1362.822,1445.561,31,28
9/16/2012,2012,BUF,KC,1423.274,1451.686,0.55246058,0.44753942,1449.198,1425.762,35,17
9/16/2012,2012,IND,MIN,1391.758,1432.643,0.534648652,0.465351348,1404.52,1419.881,23,20
9/16/2012,2012,CIN,CLE,1479.362,1406.38,0.688751357,0.311248643,1491.543,1394.2,34,27
9/16/2012,2012,SEA,DAL,1481.462,1517.653,0.541364725,0.458635275,1509.027,1490.087,27,7
9/16/2012,2012,SF,DET,1619.21,1529.607,0.70888324,0.29111676,1631.163,1517.654,27,19
9/16/2012,2012,NYG,TB,1574.838,1404.753,0.794661768,0.205338232,1582.554,1397.037,41,34
9/16/2012,2012,NE,ARI,1679.771,1481.1,0.820216103,0.179783897,1659.295,1501.576,18,20
9/16/2012,2012,MIA,OAK,1478.422,1456.855,0.622064375,0.377935625,1501.225,1434.052,35,13
9/17/2012,2012,ATL,DEN,1573.966,1497.134,0.693482387,0.306517613,1585.173,1485.928,27,21
9/20/2012,2012,CAR,NYG,1479.758,1582.554,0.44582074,0.55417926,1449.944,1612.368,7,36
9/23/2012,2012,NO,KC,1559.444,1425.762,0.758359329,0.241640671,1536.331,1448.876,24,27
9/23/2012,2012,MIA,NYJ,1501.225,1509.089,0.581492011,0.418507989,1484.673,1525.642,20,23
9/23/2012,2012,MIN,SF,1419.881,1631.163,0.301099654,0.698900346,1457.089,1593.955,24,13
9/23/2012,2012,DEN,HOU,1485.928,1587.28,0.447875337,0.552124663,1468.781,1604.427,25,31
9/23/2012,2012,WSH,CIN,1445.561,1491.543,0.5273418,0.4726582,1423.438,1513.665,31,38
9/23/2012,2012,LAC,ATL,1581.083,1585.173,0.586769409,0.413230591,1542.233,1624.024,3,27
9/23/2012,2012,ARI,PHI,1501.576,1573.118,0.490586418,0.509413582,1533.162,1541.532,27,6
9/23/2012,2012,TEN,DET,1454.742,1517.654,0.503004837,0.496995163,1468.508,1503.887,44,41
9/23/2012,2012,IND,JAX,1404.52,1401.115,0.59719012,0.40280988,1382.433,1423.203,17,22
9/23/2012,2012,OAK,PIT,1434.052,1575.411,0.391846357,0.608153643,1451.52,1557.943,34,31
9/23/2012,2012,BAL,NE,1614.968,1659.295,0.529715778,0.470284222,1621.426,1652.836,31,30
9/23/2012,2012,DAL,TB,1490.087,1397.037,0.712961063,0.287038937,1500.509,1386.615,16,10
9/23/2012,2012,CHI,LAR,1506.436,1362.822,0.768681065,0.231318935,1518.65,1350.608,23,6
9/23/2012,2012,CLE,BUF,1394.2,1449.198,0.51439006,0.48560994,1369.418,1473.98,14,24
9/24/2012,2012,SEA,GB,1509.027,1624.272,0.428191537,0.571808463,1521.885,1611.415,14,12
9/27/2012,2012,BAL,CLE,1621.426,1369.418,0.861146442,0.138853558,1626.474,1364.371,23,16
9/30/2012,2012,TB,WSH,1386.615,1423.438,0.540461294,0.459538706,1374.586,1435.468,22,24
9/30/2012,2012,ARI,MIA,1533.162,1484.673,0.657752644,0.342247356,1542.186,1475.649,24,21
9/30/2012,2012,NYJ,SF,1525.642,1593.955,0.495232354,0.504767646,1490.48,1629.116,0,34
9/30/2012,2012,HOU,TEN,1604.427,1468.508,0.760711226,0.239288774,1618.543,1454.393,38,14
9/30/2012,2012,ATL,CAR,1624.024,1449.944,0.798388881,0.201611119,1628.019,1445.948,30,28
9/30/2012,2012,GB,NO,1611.415,1536.331,0.691339345,0.308660655,1615.437,1532.308,28,27
9/30/2012,2012,KC,LAC,1448.876,1542.233,0.459281372,0.540718628,1422.664,1568.445,20,37
9/30/2012,2012,PHI,NYG,1541.532,1612.368,0.491602111,0.508397889,1552.732,1601.168,19,17
9/30/2012,2012,JAX,CIN,1423.203,1513.665,0.463422696,0.536577304,1396.72,1540.148,10,27
9/30/2012,2012,LAR,SEA,1350.608,1521.885,0.351653356,0.648346644,1377.121,1495.372,19,13
9/30/2012,2012,DET,MIN,1503.887,1457.089,0.65555799,0.34444201,1475.164,1485.812,13,20
9/30/2012,2012,DEN,OAK,1468.781,1451.52,0.616219482,0.383780518,1494.423,1425.877,37,6
9/30/2012,2012,BUF,NE,1473.98,1652.836,0.341771934,0.658228066,1453.06,1673.756,28,52
10/1/2012,2012,DAL,CHI,1500.509,1518.65,0.567029587,0.432970413,1467.68,1551.48,18,34
10/4/2012,2012,LAR,ARI,1377.121,1542.186,0.359848803,0.640151197,1413.445,1505.863,17,3
10/7/2012,2012,PIT,PHI,1557.943,1552.732,0.599688415,0.400311585,1566.467,1544.209,16,14
10/7/2012,2012,SF,BUF,1629.116,1453.06,0.800213597,0.199786403,1642.661,1439.515,45,3
10/7/2012,2012,WSH,ATL,1435.468,1628.019,0.324264414,0.675735586,1422.721,1640.766,17,24
10/7/2012,2012,JAX,CHI,1396.72,1551.48,0.373624185,0.626375815,1370.417,1577.782,3,41
10/7/2012,2012,CIN,MIA,1540.148,1475.649,0.678187816,0.321812184,1516.953,1498.845,13,17
10/7/2012,2012,CAR,SEA,1445.948,1495.372,0.522400661,0.477599339,1429.013,1512.307,12,16
10/7/2012,2012,NO,LAC,1532.308,1568.445,0.541441905,0.458558095,1551.132,1549.621,31,24
10/7/2012,2012,MIN,TEN,1485.812,1454.393,0.635302352,0.364697648,1508.02,1432.185,30,7
10/7/2012,2012,IND,GB,1382.433,1615.437,0.275457162,0.724542838,1404.183,1593.688,30,27
10/7/2012,2012,NYG,CLE,1601.168,1364.371,0.85034165,0.14965835,1608.295,1357.243,41,27
10/7/2012,2012,NE,DEN,1673.756,1494.423,0.803212336,0.196787664,1682.25,1485.929,31,21
10/7/2012,2012,KC,BAL,1422.664,1626.474,0.310227787,0.689772213,1414.573,1634.565,6,9
10/8/2012,2012,NYJ,HOU,1490.48,1618.543,0.410228752,0.589771248,1474.96,1634.063,17,23
10/11/2012,2012,TEN,PIT,1432.185,1566.467,0.401596061,0.598403939,1449.316,1549.336,26,23
10/14/2012,2012,ATL,OAK,1640.766,1425.877,0.833573845,0.166426155,1644.859,1421.784,23,20
10/14/2012,2012,SEA,NE,1512.307,1682.25,0.353406132,0.646593868,1521.72,1672.837,24,23
10/14/2012,2012,ARI,BUF,1505.863,1439.515,0.680506374,0.319493626,1485.797,1459.581,16,19
10/14/2012,2012,WSH,MIN,1422.721,1508.02,0.470820585,0.529179415,1450.12,1480.62,38,26
10/14/2012,2012,CLE,CIN,1357.243,1516.953,0.366980019,0.633019981,1388.967,1485.229,34,24
10/14/2012,2012,PHI,DET,1544.209,1475.164,0.683872319,0.316127681,1524.017,1495.355,23,26
10/14/2012,2012,NYJ,IND,1474.96,1404.183,0.686023823,0.313976177,1494.453,1384.689,35,9
10/14/2012,2012,SF,NYG,1642.661,1608.295,0.63922377,0.36077623,1600.109,1650.847,3,26
10/14/2012,2012,TB,KC,1374.586,1414.573,0.535934539,0.464065461,1405.487,1383.671,38,10
10/14/2012,2012,BAL,DAL,1634.565,1467.68,0.791639665,0.208360335,1638.706,1463.538,31,29
10/14/2012,2012,HOU,GB,1634.063,1593.688,0.647161918,0.352838082,1594.035,1633.716,24,42
10/14/2012,2012,MIA,LAR,1498.845,1413.445,0.703865177,0.296134823,1506.53,1405.76,17,14
10/15/2012,2012,LAC,DEN,1549.621,1485.929,0.677173109,0.322826891,1513.876,1521.674,24,35
10/18/2012,2012,SF,SEA,1600.109,1521.72,0.695384252,0.304615748,1612.003,1509.826,13,6
10/21/2012,2012,MIN,ARI,1480.62,1485.797,0.585251382,0.414748618,1497.413,1469.005,21,14
10/21/2012,2012,OAK,JAX,1421.784,1370.417,0.661472325,0.338527675,1430.698,1361.503,26,23
10/21/2012,2012,CAR,DAL,1429.013,1463.538,0.54374492,0.45625508,1409.254,1483.297,14,19
10/21/2012,2012,NE,NYJ,1672.837,1494.453,0.80234743,0.19765257,1677.772,1489.519,29,26
10/21/2012,2012,NYG,WSH,1650.847,1450.12,0.821954744,0.178045256,1655.96,1445.007,27,23
10/21/2012,2012,IND,CLE,1384.689,1388.967,0.586506979,0.413493021,1397.642,1376.015,17,13
10/21/2012,2012,BUF,TEN,1459.581,1449.316,0.606651897,0.393348103,1450.873,1458.024,34,35
10/21/2012,2012,CIN,PIT,1485.229,1549.336,0.501285127,0.498714873,1464.372,1570.193,17,24
10/21/2012,2012,HOU,BAL,1594.035,1638.706,0.529222442,0.470777558,1626.072,1606.669,43,13
10/21/2012,2012,TB,NO,1405.487,1551.132,0.385982846,0.614017154,1390.003,1566.617,28,35
10/21/2012,2012,LAR,GB,1405.76,1633.716,0.281294373,0.718705627,1393.2,1646.276,20,30
10/22/2012,2012,CHI,DET,1577.782,1495.355,0.700285558,0.299714442,1588.714,1484.423,13,7
10/25/2012,2012,MIN,TB,1497.413,1390.003,0.729575861,0.270424139,1449.983,1437.432,17,36
10/28/2012,2012,GB,JAX,1646.276,1361.503,0.882202569,0.117797431,1650.956,1356.822,24,15
10/28/2012,2012,CLE,LAC,1376.015,1513.876,0.396655157,0.603344843,1384.665,1505.225,7,6
10/28/2012,2012,PIT,WSH,1570.193,1445.007,0.749284256,0.250715744,1582.989,1432.21,27,12
10/28/2012,2012,NYJ,MIA,1489.519,1506.53,0.56862586,0.43137414,1453.582,1542.467,9,30
10/28/2012,2012,KC,OAK,1383.671,1430.698,0.525842179,0.474157821,1358.245,1456.124,16,26
10/28/2012,2012,TEN,IND,1458.024,1397.642,0.672993761,0.327006239,1430.249,1425.416,13,19
10/28/2012,2012,DEN,NO,1521.674,1566.617,0.528832321,0.471167679,1550.105,1538.186,34,14
10/28/2012,2012,NE,LAR,1677.772,1393.2,0.837280068,0.162719932,1688.329,1382.642,45,7
10/28/2012,2012,CHI,CAR,1588.714,1409.254,0.803327865,0.196672135,1591.168,1406.8,23,22
10/28/2012,2012,DET,SEA,1484.423,1509.826,0.556739214,0.443260786,1498.439,1495.811,28,24
10/28/2012,2012,PHI,ATL,1524.017,1644.859,0.42032183,0.57967817,1502.382,1666.495,17,30
10/28/2012,2012,DAL,NYG,1483.297,1655.96,0.349836482,0.650163518,1471.345,1667.912,24,29
10/29/2012,2012,ARI,SF,1469.005,1612.003,0.389600316,0.610399684,1445.744,1635.263,3,24
11/1/2012,2012,LAC,KC,1505.225,1358.245,0.772108416,0.227891584,1517.466,1346.004,31,13
11/4/2012,2012,GB,ARI,1650.956,1445.744,0.825701691,0.174298309,1659.364,1437.336,31,17
11/4/2012,2012,WSH,CAR,1432.21,1406.8,0.627251067,0.372748933,1403.465,1435.546,13,21
11/4/2012,2012,ATL,DAL,1666.495,1471.345,0.817207854,0.182792146,1672.857,1464.984,19,13
11/4/2012,2012,CLE,BAL,1384.665,1606.669,0.288272751,0.711727249,1371.761,1619.574,15,25
11/4/2012,2012,SEA,MIN,1495.811,1449.983,0.654296073,0.345703927,1511.595,1434.199,30,20
11/4/2012,2012,CIN,DEN,1464.372,1550.105,0.470198181,0.529801819,1443.903,1570.575,23,31
11/4/2012,2012,HOU,BUF,1626.072,1450.873,0.799423736,0.200576264,1635.349,1441.597,21,9
11/4/2012,2012,TEN,CHI,1430.249,1591.168,0.365364775,0.634635225,1405.982,1615.435,20,51
11/4/2012,2012,JAX,DET,1356.822,1498.439,0.391492494,0.608507506,1334.952,1520.309,14,31
11/4/2012,2012,IND,MIA,1425.416,1542.467,0.425648023,0.574351977,1441.727,1526.156,23,20
11/4/2012,2012,OAK,TB,1456.124,1437.432,0.618165719,0.381834281,1425.306,1468.25,32,42
11/4/2012,2012,NYG,PIT,1667.912,1582.989,0.703292518,0.296707482,1643.618,1607.283,20,24
11/5/2012,2012,NO,PHI,1538.186,1502.382,0.641130559,0.358869441,1557.214,1483.354,28,13
11/8/2012,2012,JAX,IND,1334.952,1441.727,0.440168995,0.559831005,1309.982,1466.698,10,27
11/11/2012,2012,BAL,OAK,1619.574,1425.306,0.816448204,0.183551796,1631.342,1413.537,55,20
11/11/2012,2012,MIN,DET,1434.199,1520.309,0.469657597,0.530342403,1459.88,1494.628,34,24
11/11/2012,2012,SEA,NYJ,1511.595,1453.582,0.66998556,0.33001444,1530.916,1434.26,28,7
11/11/2012,2012,MIA,TEN,1526.156,1405.982,0.743825427,0.256174573,1468.404,1463.734,3,37
11/11/2012,2012,NO,ATL,1557.214,1672.857,0.427630675,0.572369325,1576.072,1653.999,31,27
11/11/2012,2012,CHI,HOU,1615.435,1635.349,0.564522197,0.435477803,1591.466,1659.318,6,13
11/11/2012,2012,TB,LAC,1468.25,1517.466,0.522699388,0.477300612,1490.977,1494.739,34,24
11/11/2012,2012,SF,LAR,1635.263,1382.642,0.861567844,0.138432156,1624.236,1393.67,24,24
11/11/2012,2012,CIN,NYG,1443.903,1643.618,0.315294461,0.684705539,1486.854,1600.667,31,13
11/11/2012,2012,CAR,DEN,1435.546,1570.575,0.400563119,0.599436881,1411.201,1594.919,14,36
11/11/2012,2012,NE,BUF,1688.329,1441.597,0.857474883,0.142525117,1693.187,1436.738,37,31
11/11/2012,2012,PHI,DAL,1483.354,1464.984,0.61772811,0.38227189,1447.75,1500.587,23,38
11/12/2012,2012,PIT,KC,1607.283,1346.004,0.867405722,0.132594278,1610.484,1342.803,16,13
11/15/2012,2012,BUF,MIA,1436.738,1468.404,0.547824829,0.452175171,1452.7,1452.442,19,14
11/18/2012,2012,PIT,BAL,1610.484,1631.342,0.563185829,0.436814171,1594.55,1647.276,10,13
11/18/2012,2012,ATL,ARI,1653.999,1437.336,0.834985714,0.165014286,1658.708,1432.628,23,19
11/18/2012,2012,KC,CIN,1342.803,1486.854,0.388159774,0.611840226,1319.306,1510.351,6,28
11/18/2012,2012,WSH,PHI,1403.465,1447.75,0.529776007,0.470223993,1433.82,1417.395,31,6
11/18/2012,2012,NE,IND,1693.187,1466.698,0.842632298,0.157367702,1703.146,1456.739,59,24
11/18/2012,2012,OAK,NO,1413.537,1576.072,0.363210499,0.636789501,1392.037,1597.573,17,38
11/18/2012,2012,CAR,TB,1411.201,1490.977,0.478748438,0.521251562,1392.693,1509.485,21,27
11/18/2012,2012,LAR,NYJ,1393.67,1434.26,0.535071128,0.464928872,1364.365,1463.566,13,27
11/18/2012,2012,DET,GB,1494.628,1659.364,0.360285187,0.639714813,1483.534,1670.458,20,24
11/18/2012,2012,DAL,CLE,1500.587,1371.761,0.753199933,0.246800067,1506.876,1365.472,23,20
11/18/2012,2012,HOU,JAX,1659.318,1309.982,0.915684777,0.084315223,1662.079,1307.22,43,37
11/18/2012,2012,DEN,LAC,1594.919,1494.739,0.721286593,0.278713407,1605.701,1483.957,30,23
11/19/2012,2012,SF,CHI,1624.236,1591.466,0.637102323,0.362897677,1646.877,1568.825,32,7
11/22/2012,2012,DET,HOU,1483.534,1662.079,0.342174792,0.657825208,1474.512,1671.101,31,34
11/22/2012,2012,DAL,WSH,1506.876,1433.82,0.688842667,0.311157333,1476.309,1464.386,31,38
11/22/2012,2012,NYJ,NE,1463.566,1703.146,0.267966704,0.732033296,1446.515,1720.197,19,49
11/25/2012,2012,IND,BUF,1456.739,1452.7,0.598067733,0.401932267,1472.946,1436.493,20,13
11/25/2012,2012,TB,ATL,1509.485,1658.708,0.381113053,0.618886947,1504.397,1663.796,23,24
11/25/2012,2012,CIN,OAK,1510.351,1392.037,0.741779893,0.258220107,1525.696,1376.692,34,10
11/25/2012,2012,LAC,BAL,1483.957,1647.276,0.362167324,0.637832676,1474.345,1656.888,13,16
11/25/2012,2012,NO,SF,1597.573,1646.877,0.522573005,0.477426995,1572.332,1672.119,21,31
11/25/2012,2012,MIA,SEA,1452.442,1530.916,0.480619071,0.519380929,1466.931,1516.427,24,21
11/25/2012,2012,ARI,LAR,1432.628,1364.365,0.682898319,0.317101681,1393.256,1403.736,17,31
11/25/2012,2012,CHI,MIN,1568.825,1459.88,0.731315652,0.268684348,1583.488,1445.217,28,10
11/25/2012,2012,JAX,TEN,1307.22,1463.734,0.371264262,0.628735738,1330.729,1440.226,24,19
11/25/2012,2012,KC,DEN,1319.306,1605.701,0.218496084,0.781503916,1310.582,1614.425,9,17
11/25/2012,2012,CLE,PIT,1365.472,1594.55,0.279990468,0.720009532,1395.752,1564.27,20,14
11/25/2012,2012,NYG,GB,1600.667,1670.458,0.493105634,0.506894366,1634.879,1636.246,38,10
11/26/2012,2012,PHI,CAR,1417.395,1392.693,0.626297675,0.373702325,1388.703,1421.386,22,30
11/29/2012,2012,ATL,NO,1663.796,1572.332,0.711089055,0.288910945,1676.732,1559.396,23,13
12/2/2012,2012,BAL,PIT,1656.888,1564.27,0.712451878,0.287548122,1635.61,1585.548,20,23
12/2/2012,2012,TEN,HOU,1440.226,1671.101,0.277909841,0.722090159,1426.229,1685.097,10,24
12/2/2012,2012,BUF,JAX,1436.493,1330.729,0.727702403,0.272297597,1450.811,1316.411,34,18
12/2/2012,2012,DEN,TB,1614.425,1504.397,0.73253887,0.26746113,1625.312,1493.509,31,23
12/2/2012,2012,CHI,SEA,1583.488,1516.427,0.681398072,0.318601928,1555.276,1544.639,17,23
12/2/2012,2012,OAK,CLE,1376.692,1395.752,0.56573035,0.43426965,1360.672,1411.772,17,20
12/2/2012,2012,LAC,CIN,1474.345,1525.696,0.519632391,0.480367609,1452.599,1547.442,13,20
12/2/2012,2012,MIA,NE,1466.931,1720.197,0.252797736,0.747202264,1457.247,1729.882,16,23
12/2/2012,2012,GB,MIN,1636.246,1445.217,0.813637525,0.186362475,1643.934,1437.529,23,14
12/2/2012,2012,DET,IND,1474.512,1472.946,0.594640983,0.405359017,1461.039,1486.419,33,35
12/2/2012,2012,KC,CAR,1310.582,1421.386,0.434461997,0.565538003,1333.06,1398.908,27,21
12/2/2012,2012,DAL,PHI,1476.309,1388.703,0.706505223,0.293494777,1486.145,1378.868,38,33
12/2/2012,2012,LAR,SF,1403.736,1672.119,0.236716435,0.763283565,1427.054,1648.8,16,13
12/2/2012,2012,NYJ,ARI,1446.515,1393.256,0.663906856,0.336093144,1450.936,1388.835,7,6
12/3/2012,2012,WSH,NYG,1464.386,1634.879,0.352682993,0.647317007,1473.812,1625.453,17,16
12/6/2012,2012,OAK,DEN,1360.672,1625.312,0.240631542,0.759368458,1349.028,1636.956,13,26
12/9/2012,2012,TB,PHI,1493.509,1378.868,0.73770936,0.26229064,1475.859,1396.518,21,23
12/9/2012,2012,GB,DET,1643.934,1461.039,0.80643319,0.19356681,1651.169,1453.804,27,20
12/9/2012,2012,IND,TEN,1486.419,1426.229,0.672750481,0.327249519,1496.386,1416.262,27,23
12/9/2012,2012,CLE,KC,1411.772,1333.06,0.695777963,0.304222037,1429.923,1314.909,30,7
12/9/2012,2012,PIT,LAC,1585.548,1452.599,0.757585263,0.242414737,1545.623,1492.524,24,34
12/9/2012,2012,SEA,ARI,1544.639,1388.835,0.780922437,0.219077563,1560.876,1372.598,58,0
12/9/2012,2012,BUF,LAR,1450.811,1427.054,0.62502361,0.37497639,1432.753,1445.112,12,15
12/9/2012,2012,NYG,NO,1625.453,1559.396,0.680142062,0.319857938,1645.124,1539.725,52,27
12/9/2012,2012,CAR,ATL,1398.908,1676.732,0.227037835,0.772962165,1439.948,1635.692,30,20
12/9/2012,2012,CIN,DAL,1547.442,1486.145,0.674151865,0.325848135,1537.527,1496.06,19,20
12/9/2012,2012,SF,MIA,1648.8,1457.247,0.814094471,0.185905529,1657.818,1448.229,27,13
12/9/2012,2012,MIN,CHI,1437.529,1555.276,0.42466884,0.57533116,1462.044,1530.761,21,14
12/9/2012,2012,JAX,NYJ,1316.411,1450.936,0.401259947,0.598740053,1300.234,1467.113,10,17
12/9/2012,2012,WSH,BAL,1473.812,1635.61,0.364192313,0.635807687,1492.251,1617.171,31,28
12/10/2012,2012,NE,HOU,1729.882,1685.097,0.652936758,0.347063242,1752.144,1662.835,42,14
12/13/2012,2012,PHI,CIN,1396.518,1537.527,0.392326584,0.607673416,1373.074,1560.971,13,34
12/16/2012,2012,HOU,IND,1662.835,1496.386,0.791225377,0.208774623,1672.525,1486.695,29,17
12/16/2012,2012,NO,TB,1539.725,1475.859,0.677392035,0.322607965,1562.507,1453.077,41,0
12/16/2012,2012,BAL,DEN,1617.171,1636.956,0.564704743,0.435295257,1583.842,1670.285,17,34
12/16/2012,2012,MIA,JAX,1448.229,1300.234,0.773134865,0.226865135,1461.016,1287.447,24,3
12/16/2012,2012,CLE,WSH,1429.923,1492.251,0.503845241,0.496154759,1400.762,1521.413,21,38
12/16/2012,2012,CHI,GB,1530.761,1651.169,0.420930666,0.579069334,1512.718,1669.212,13,21
12/16/2012,2012,OAK,KC,1349.028,1314.909,0.638895803,0.361104197,1368.188,1295.748,15,0
12/16/2012,2012,ARI,DET,1372.598,1453.804,0.476694591,0.523305409,1408.102,1418.3,38,10
12/16/2012,2012,LAR,MIN,1445.112,1462.044,0.568737405,0.431262595,1413.621,1493.536,22,36
12/16/2012,2012,DAL,PIT,1496.06,1545.623,0.522201021,0.477798979,1509.215,1532.468,27,24
12/16/2012,2012,ATL,NYG,1635.692,1645.124,0.579293818,0.420706182,1664.87,1615.946,34,0
12/16/2012,2012,NE,SF,1752.144,1657.818,0.714461896,0.285538104,1720.111,1689.851,34,41
12/16/2012,2012,BUF,SEA,1432.753,1560.876,0.410145191,0.589854809,1404.633,1588.995,17,50
12/16/2012,2012,LAC,CAR,1492.524,1439.948,0.663029001,0.336970999,1447.43,1485.042,7,31
12/17/2012,2012,TEN,NYJ,1416.262,1467.113,0.520350799,0.479649201,1431.603,1451.772,14,10
12/22/2012,2012,DET,ATL,1418.3,1664.87,0.260147717,0.739852283,1405.616,1677.554,18,31
12/23/2012,2012,NYJ,LAC,1451.772,1447.43,0.598486939,0.401513061,1422.136,1477.066,17,27
12/23/2012,2012,SEA,SF,1588.995,1689.851,0.448581485,0.551418515,1627.126,1651.72,42,13
12/23/2012,2012,DEN,CLE,1670.285,1400.762,0.872769289,0.127230711,1677.211,1393.836,34,12
12/23/2012,2012,TB,LAR,1453.077,1413.621,0.645953,0.354047,1415.473,1451.226,13,28
12/23/2012,2012,MIA,BUF,1461.016,1404.633,0.667907626,0.332092374,1478.062,1387.587,24,10
12/23/2012,2012,PIT,CIN,1532.468,1560.971,0.552331058,0.447668942,1516.896,1576.543,10,13
12/23/2012,2012,DAL,NO,1509.215,1562.507,0.516842791,0.483157209,1494.808,1576.913,31,34
12/23/2012,2012,CAR,OAK,1485.042,1368.188,0.740166818,0.259833182,1496.969,1356.261,17,6
12/23/2012,2012,PHI,WSH,1373.074,1521.413,0.382314031,0.617685969,1357.755,1536.732,20,27
12/23/2012,2012,ARI,CHI,1408.102,1512.718,0.443233795,0.556766205,1383.959,1536.861,13,28
12/23/2012,2012,JAX,NE,1287.447,1720.111,0.107508784,0.892491216,1283.616,1723.941,16,23
12/23/2012,2012,KC,IND,1295.748,1486.695,0.326290876,0.673709124,1282.913,1499.531,13,20
